序号,时间戳,帧类型,帧格式,状态,数据长度, 数据(D0 - D7),ID,
303,23:04:07.9849501,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
304,23:04:07.9849501,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
305,23:04:07.9849501,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
306,23:04:07.9849501,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
307,23:04:07.9849501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
308,23:04:07.9849501,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
309,23:04:07.9849501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
310,23:04:07.9849501,标准帧,数据帧,接收,6,83 81 7F 10 42 0E,35,
311,23:04:07.9849501,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
312,23:04:07.9849501,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
313,23:04:07.9909749,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
314,23:04:07.9909749,标准帧,数据帧,接收,6,83 9E F0 25 3A 10,35,
315,23:04:07.9909749,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
316,23:04:07.9909749,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
317,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
318,23:04:08.0479879,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
319,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
320,23:04:08.0479879,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
321,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
322,23:04:08.0479879,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
323,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
324,23:04:08.0479879,标准帧,数据帧,接收,6,83 A3 7F 10 42 0E,35,
325,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
326,23:04:08.0479879,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
327,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
328,23:04:08.0479879,标准帧,数据帧,接收,6,83 51 1D E7 3B 10,35,
329,23:04:08.0479879,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
330,23:04:08.0479879,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
331,23:04:08.1075208,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
332,23:04:08.1075208,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
333,23:04:08.1075208,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
334,23:04:08.1075208,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
335,23:04:08.1075208,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
336,23:04:08.1127797,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
337,23:04:08.1127797,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
338,23:04:08.1127797,标准帧,数据帧,接收,6,83 C4 7F 10 42 0E,35,
339,23:04:08.1127797,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
340,23:04:08.1127797,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
341,23:04:08.1127797,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
342,23:04:08.1127797,标准帧,数据帧,接收,6,83 4D 6F AC BB 10,35,
343,23:04:08.1127797,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
344,23:04:08.1127797,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
345,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
346,23:04:08.1727690,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
347,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
348,23:04:08.1727690,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
349,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
350,23:04:08.1727690,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
351,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
352,23:04:08.1727690,标准帧,数据帧,接收,6,83 E2 7F 10 42 0E,35,
353,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
354,23:04:08.1727690,标准帧,数据帧,接收,6,83 00 E8 70 BE 0F,35,
355,23:04:08.1727690,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
356,23:04:08.1727690,标准帧,数据帧,接收,6,83 2D 2D 4E BC 10,35,
357,23:04:08.1767474,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
358,23:04:08.1767474,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
359,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
360,23:04:08.2347800,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
361,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
362,23:04:08.2347800,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
363,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
364,23:04:08.2347800,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
365,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
366,23:04:08.2347800,标准帧,数据帧,接收,6,83 FF 7F 10 42 0E,35,
367,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
368,23:04:08.2347800,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
369,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
370,23:04:08.2347800,标准帧,数据帧,接收,6,83 1C AE E5 BB 10,35,
371,23:04:08.2347800,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
372,23:04:08.2347800,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
373,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
374,23:04:08.3025037,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
375,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
376,23:04:08.3025037,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
377,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
378,23:04:08.3025037,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
379,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
380,23:04:08.3025037,标准帧,数据帧,接收,6,83 1A 80 10 42 0E,35,
381,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
382,23:04:08.3025037,标准帧,数据帧,接收,6,83 28 D5 70 BE 0F,35,
383,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
384,23:04:08.3025037,标准帧,数据帧,接收,6,83 71 71 CF 3B 10,35,
385,23:04:08.3025037,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
386,23:04:08.3025037,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
387,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
388,23:04:08.3567052,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
389,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
390,23:04:08.3567052,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
391,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
392,23:04:08.3567052,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
393,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
394,23:04:08.3567052,标准帧,数据帧,接收,6,83 32 80 10 42 0E,35,
395,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
396,23:04:08.3567052,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
397,23:04:08.3567052,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
398,23:04:08.3567052,标准帧,数据帧,接收,6,83 9C A3 11 3C 10,35,
399,23:04:08.3627943,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
400,23:04:08.3627943,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
401,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
402,23:04:08.4207046,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
403,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
404,23:04:08.4207046,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
405,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
406,23:04:08.4207046,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
407,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
408,23:04:08.4207046,标准帧,数据帧,接收,6,83 49 80 10 42 0E,35,
409,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
410,23:04:08.4207046,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
411,23:04:08.4207046,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
412,23:04:08.4207046,标准帧,数据帧,接收,6,83 6C 0D 98 B9 10,35,
413,23:04:08.4259492,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
414,23:04:08.4259492,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
415,23:04:08.4812290,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
416,23:04:08.4812290,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
417,23:04:08.4812290,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
418,23:04:08.4863301,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
419,23:04:08.4863301,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
420,23:04:08.4863301,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
421,23:04:08.4863301,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
422,23:04:08.4863301,标准帧,数据帧,接收,6,83 5F 80 10 42 0E,35,
423,23:04:08.4863301,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
424,23:04:08.4863301,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
425,23:04:08.4863301,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
426,23:04:08.4863301,标准帧,数据帧,接收,6,83 13 38 64 3B 10,35,
427,23:04:08.4863301,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
428,23:04:08.4863301,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
429,23:04:08.5456225,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
430,23:04:08.5456225,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
431,23:04:08.5456225,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
432,23:04:08.5456225,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
433,23:04:08.5456225,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
434,23:04:08.5456225,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
435,23:04:08.5456225,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
436,23:04:08.5456225,标准帧,数据帧,接收,6,83 73 80 10 42 0E,35,
437,23:04:08.5495816,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
438,23:04:08.5495816,标准帧,数据帧,接收,6,83 28 D5 70 BE 0F,35,
439,23:04:08.5495816,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
440,23:04:08.5495816,标准帧,数据帧,接收,6,83 5F D5 09 BC 10,35,
441,23:04:08.5495816,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
442,23:04:08.5495816,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
443,23:04:08.6100381,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
444,23:04:08.6100381,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
445,23:04:08.6100381,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
446,23:04:08.6100381,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
447,23:04:08.6100381,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
448,23:04:08.6100381,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
449,23:04:08.6100381,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
450,23:04:08.6100381,标准帧,数据帧,接收,6,83 86 80 10 42 0E,35,
451,23:04:08.6100381,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
452,23:04:08.6100381,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
453,23:04:08.6140495,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
454,23:04:08.6140495,标准帧,数据帧,接收,6,83 BA D8 34 BA 10,35,
455,23:04:08.6140495,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
456,23:04:08.6140495,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
457,23:04:08.6697472,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
458,23:04:08.6697472,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
459,23:04:08.6697472,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
460,23:04:08.6697472,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
461,23:04:08.6697472,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
462,23:04:08.6697472,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
463,23:04:08.6697472,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
464,23:04:08.6697472,标准帧,数据帧,接收,6,83 98 80 10 42 0E,35,
465,23:04:08.6738634,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
466,23:04:08.6738634,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
467,23:04:08.6738634,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
468,23:04:08.6738634,标准帧,数据帧,接收,6,83 4E B8 AF 3B 10,35,
469,23:04:08.6738634,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
470,23:04:08.6738634,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
471,23:04:08.7313249,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
472,23:04:08.7313249,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
473,23:04:08.7313249,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
474,23:04:08.7313249,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
475,23:04:08.7313249,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
476,23:04:08.7313249,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
477,23:04:08.7313249,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
478,23:04:08.7313249,标准帧,数据帧,接收,6,83 A5 80 10 42 0E,35,
479,23:04:08.7313249,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
480,23:04:08.7313249,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
481,23:04:08.7373243,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
482,23:04:08.7373243,标准帧,数据帧,接收,6,83 0A 5A 8A BB 10,35,
483,23:04:08.7373243,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
484,23:04:08.7373243,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
485,23:04:08.7935269,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
486,23:04:08.7935269,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
487,23:04:08.7935269,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
488,23:04:08.7935269,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
489,23:04:08.7935269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
490,23:04:08.7935269,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
491,23:04:08.7935269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
492,23:04:08.7935269,标准帧,数据帧,接收,6,83 FB 7F 10 42 0E,35,
493,23:04:08.7935269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
494,23:04:08.7935269,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
495,23:04:08.7995647,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
496,23:04:08.7995647,标准帧,数据帧,接收,6,83 71 AE A7 3A 10,35,
497,23:04:08.7995647,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
498,23:04:08.7995647,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
499,23:04:08.8550225,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
500,23:04:08.8550225,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
501,23:04:08.8550225,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
502,23:04:08.8550225,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
503,23:04:08.8550225,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
504,23:04:08.8550225,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
505,23:04:08.8550225,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
506,23:04:08.8550225,标准帧,数据帧,接收,6,83 8A 7F 10 42 0E,35,
507,23:04:08.8603659,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
508,23:04:08.8603659,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
509,23:04:08.8603659,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
510,23:04:08.8603659,标准帧,数据帧,接收,6,83 07 D7 6C 3B 10,35,
511,23:04:08.8603659,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
512,23:04:08.8603659,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
513,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
514,23:04:08.9235269,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
515,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
516,23:04:08.9235269,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
517,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
518,23:04:08.9235269,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
519,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
520,23:04:08.9235269,标准帧,数据帧,接收,6,83 45 7F 10 42 0E,35,
521,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
522,23:04:08.9235269,标准帧,数据帧,接收,6,83 DE D9 70 BE 0F,35,
523,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
524,23:04:08.9235269,标准帧,数据帧,接收,6,83 E6 A0 E0 B9 10,35,
525,23:04:08.9235269,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
526,23:04:08.9235269,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
527,23:04:08.9805253,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
528,23:04:08.9805253,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
529,23:04:08.9805253,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
530,23:04:08.9805253,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
531,23:04:08.9805253,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
532,23:04:08.9805253,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
533,23:04:08.9805253,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
534,23:04:08.9805253,标准帧,数据帧,接收,6,83 1E 7F 10 42 0E,35,
535,23:04:08.9805253,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
536,23:04:08.9844849,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
537,23:04:08.9844849,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
538,23:04:08.9844849,标准帧,数据帧,接收,6,83 BD 8D 46 3A 10,35,
539,23:04:08.9844849,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
540,23:04:08.9844849,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
541,23:04:09.0424826,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
542,23:04:09.0424826,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
543,23:04:09.0424826,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
544,23:04:09.0424826,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
545,23:04:09.0424826,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
546,23:04:09.0424826,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
547,23:04:09.0424826,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
548,23:04:09.0424826,标准帧,数据帧,接收,6,83 0E 7F 10 42 0E,35,
549,23:04:09.0464819,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
550,23:04:09.0464819,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
551,23:04:09.0464819,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
552,23:04:09.0464819,标准帧,数据帧,接收,6,83 CE 0D B9 3A 10,35,
553,23:04:09.0464819,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
554,23:04:09.0464819,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
555,23:04:09.1029885,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
556,23:04:09.1029885,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
557,23:04:09.1029885,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
558,23:04:09.1029885,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
559,23:04:09.1090136,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
560,23:04:09.1090136,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
561,23:04:09.1090136,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
562,23:04:09.1090136,标准帧,数据帧,接收,6,83 0F 7F 10 42 0E,35,
563,23:04:09.1090136,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
564,23:04:09.1090136,标准帧,数据帧,接收,6,83 4A E3 70 BE 0F,35,
565,23:04:09.1090136,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
566,23:04:09.1090136,标准帧,数据帧,接收,6,83 F1 61 85 BB 10,35,
567,23:04:09.1090136,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
568,23:04:09.1090136,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
569,23:04:09.1664178,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
570,23:04:09.1664178,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
571,23:04:09.1664178,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
572,23:04:09.1664178,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
573,23:04:09.1664178,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
574,23:04:09.1664178,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
575,23:04:09.1664178,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
576,23:04:09.1664178,标准帧,数据帧,接收,6,83 1A 7F 10 42 0E,35,
577,23:04:09.1664178,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
578,23:04:09.1705051,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
579,23:04:09.1705051,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
580,23:04:09.1705051,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
581,23:04:09.1705051,标准帧,数据帧,接收,6,83 8D 64 6B 3C 10,35,
582,23:04:09.1705051,标准帧,数据帧,接收,6,83 00 00 00 00 11,35,
583,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
584,23:04:09.2389269,标准帧,数据帧,接收,6,83 00 00 00 00 01,35,
585,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
586,23:04:09.2389269,标准帧,数据帧,接收,6,83 0C E6 37 42 07,35,
587,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
588,23:04:09.2389269,标准帧,数据帧,接收,6,83 51 8F CD 41 0D,35,
589,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
590,23:04:09.2389269,标准帧,数据帧,接收,6,83 2E 7F 10 42 0E,35,
591,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
592,23:04:09.2389269,标准帧,数据帧,接收,6,83 94 DE 70 BE 0F,35,
593,23:04:09.2389269,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
594,23:04:09.2389269,标准帧,数据帧,接收,6,83 AF ED 6A 3B 10,35,
